fixing;fixing_1_volume;hour;date;Krajowe zapotrzebowanie na moc;Suma zdolności wytwórczych JWCD;Suma zdolności wytwórczych nJWCD;Generacja JWCD;Generacja nJWCD;Generacja źródeł wiatrowych;Wymagana rezerwa mocy ponad zapotrzebowanie
117.84;1702.7;4;2018-01-09;17700;22552;8610;10069;7631;2369;1595
124.55;1676.4;5;2018-01-09;18525;22552;8767;10736;7789;2535;1670
147.5;2488.8;6;2018-01-09;21075;22552;8937;13062;8013;2694;1899
155.6;1641.8;7;2018-01-09;23063;22529;9147;14807;8256;2806;2078
159;1687.6;8;2018-01-09;23900;22422;9202;15590;8310;2911;2153
162.96;1760.9;9;2018-01-09;24275;22382;9282;15885;8390;2986;2187
160.2;1839.2;10;2018-01-09;24188;22342;9317;15763;8425;3021;2179
163.5;2008.5;11;2018-01-09;24375;22302;9334;15933;8442;3048;2196
167.13;1949.6;12;2018-01-09;24438;22311;9382;15948;8490;3091;2202
165.42;2105.4;13;2018-01-09;24463;22311;9542;15815;8648;3251;2204
159.2;2291;14;2018-01-09;24088;22321;9827;15155;8933;3542;2170
162;2161.4;15;2018-01-09;24025;22311;10117;14802;9223;3848;2165
168.72;2132;16;2018-01-09;25088;22420;10258;15724;9364;3989;2260
169.35;2230.7;17;2018-01-09;25350;22460;10301;15939;9411;4026;2284
165.9;2327.3;18;2018-01-09;24925;22523;10325;15487;9438;4051;2246
165.3;2450.6;19;2018-01-09;24725;22523;10283;15329;9396;3995;2228
162.98;2446.6;20;2018-01-09;24000;22552;10182;14705;9295;3895;2162
153.2;2468.9;21;2018-01-09;22550;22552;10059;13378;9172;3796;2032
149;2750.8;22;2018-01-09;20875;22435;9858;11929;8946;3655;1881
136.74;2433.2;23;2018-01-09;19500;22435;9698;10724;8776;3487;1757
117.76;2530.1;0;2018-01-10;18575;21805;9650;9882;8693;3379;1674
115.1;2481.5;1;2018-01-10;17875;21805;9484;9348;8527;3223;1611
115;2592.5;2;2018-01-10;17600;21805;9352;9205;8395;3091;1586
115;2481.9;3;2018-01-10;17600;21922;9193;9364;8236;2942;1586
117.76;2116.9;4;2018-01-10;17950;21922;9024;9883;8067;2773;1618
130.79;2066.9;5;2018-01-10;18700;21922;8845;10811;7889;2603;1685
160;2025.8;6;2018-01-10;21075;21922;8711;13266;7809;2459;1899
172.29;1308.1;7;2018-01-10;23075;21922;8688;15258;7817;2339;2079
202.46;1257.6;8;2018-01-10;23925;21893;8491;16310;7615;2136;2156
208.2;1424;9;2018-01-10;24400;21893;8262;17014;7386;1902;2198
209.6;1462.8;10;2018-01-10;24425;21893;8009;17292;7133;1649;2201
219.14;1577.3;11;2018-01-10;24650;21893;7741;17785;6865;1391;2221
225;1627.4;12;2018-01-10;24700;21864;7497;18079;6621;1137;2225
231.09;1767.6;13;2018-01-10;24750;21864;7395;18233;6517;1035;2230
222.99;1607.3;14;2018-01-10;24425;21864;7386;17917;6508;1032;2201
230.1;1610.5;15;2018-01-10;24350;21864;7377;17851;6499;1031;2194
300;2037.4;16;2018-01-10;25200;21835;7365;18713;6487;1019;2270
278.27;2003.9;17;2018-01-10;25475;21796;7341;19008;6467;989;2295
258;1905.9;18;2018-01-10;25125;21796;7304;18692;6433;953;2264
242.29;1856.8;19;2018-01-10;25000;21796;7229;18642;6358;864;2252
219.14;1637.3;20;2018-01-10;24250;21883;7113;18008;6242;749;2185
179.7;1064.2;21;2018-01-10;22750;21883;6970;16651;6099;640;2050
179.25;1988.9;22;2018-01-10;21225;21727;6820;15302;5923;555;1913
155.71;1676.1;23;2018-01-10;19900;21727;6756;14051;5849;483;1793
141.8;1864.4;0;2018-01-11;18363;21568;6725;12555;5808;398;1655
139;1762.2;1;2018-01-11;17613;21568;6668;11862;5751;351;1587
135;1757;2;2018-01-11;17375;21568;6630;11662;5713;313;1566
130.34;1782.3;3;2018-01-11;17325;21802;6585;11657;5668;278;1562
130.34;1842.8;4;2018-01-11;17625;21802;6567;11975;5650;260;1589
141.95;2056.1;5;2018-01-11;18500;21802;6553;12863;5637;255;1667
170.98;2094.8;6;2018-01-11;21063;21802;6571;15360;5703;253;1898
212.2;1116.1;7;2018-01-11;23063;21802;6663;17238;5825;247;2078
226;1649.6;8;2018-01-11;23788;21720;6663;17968;5820;236;2143
235.6;1849.5;9;2018-01-11;24163;21720;6651;18355;5808;219;2177
245;1757.6;10;2018-01-11;24213;21720;6641;18415;5798;209;2181
260;1832.4;11;2018-01-11;24375;21720;6620;18598;5777;198;2196
267.08;1864.5;12;2018-01-11;24375;21720;6596;18622;5753;169;2196
255;1877.2;13;2018-01-11;24425;21720;6564;18706;5719;137;2201
240;1719.2;14;2018-01-11;24150;21720;6604;18391;5759;183;2176
240;1793.8;15;2018-01-11;24125;21720;6645;18325;5800;242;2174
425;1914.1;16;2018-01-11;25025;21802;6696;19174;5851;293;2255
400;1914.7;17;2018-01-11;25300;21802;6747;19394;5906;338;2279
269;1867.7;18;2018-01-11;24950;21802;6790;18998;5952;382;2248
250;1794.3;19;2018-01-11;24750;21802;6828;18760;5990;406;2230
210.9;1515.7;20;2018-01-11;24100;21770;6840;18098;6002;419;2171
173.7;1049.8;21;2018-01-11;22575;21770;6823;16590;5985;431;2034
166.06;2249.1;22;2018-01-11;20975;21538;6794;15045;5930;461;1890
147.12;2486.6;23;2018-01-11;19650;21498;6828;13690;5960;497;1771
142.3;2349.9;0;2018-01-12;18350;21759;7105;12162;6188;872;1654
142.3;2116.5;1;2018-01-12;17688;21759;7119;11486;6202;896;1594
136;1965.1;2;2018-01-12;17500;21719;7138;11279;6221;915;1577
135.8;1780.2;3;2018-01-12;17525;21719;7148;11294;6231;925;1580
136.2;2036.1;4;2018-01-12;17750;21951;7168;11499;6251;945;1600
144.3;2323.1;5;2018-01-12;18650;22063;7194;12374;6276;976;1681
178.7;2054.7;6;2018-01-12;21363;22063;7251;14982;6381;1012;1925
209.45;1127.2;7;2018-01-12;23388;22055;7375;16851;6537;1043;2107
225;1453.3;8;2018-01-12;23988;22055;7409;17422;6566;1066;2161
230.54;1660.8;9;2018-01-12;24213;22055;7445;17611;6602;1085;2181
228.6;1648.3;10;2018-01-12;24175;22055;7432;17586;6589;1072;2178
232;1802.3;11;2018-01-12;24325;22055;7380;17788;6537;1030;2192
231.78;1800.6;12;2018-01-12;24325;22055;7333;17835;6490;978;2192
227;1676.4;13;2018-01-12;24275;22055;7359;17761;6514;1004;2187
208.99;1624.3;14;2018-01-12;23950;22055;7498;17297;6653;1154;2158
207.5;1599.9;15;2018-01-12;23950;22055;7654;17141;6809;1328;2158
250;1892;16;2018-01-12;24938;22055;7829;17954;6984;1498;2247
240;1865.7;17;2018-01-12;25200;22055;7986;18055;7145;1659;2270
218;1672.1;18;2018-01-12;24850;22055;8148;17540;7310;1822;2239
197.5;1704.5;19;2018-01-12;24650;22055;8201;17287;7363;1861;2221
183.8;2047.4;20;2018-01-12;24000;22055;8163;16675;7325;1824;2162
167.5;1977.4;21;2018-01-12;22475;22063;8099;15214;7261;1784;2025
147.7;2459.8;22;2018-01-12;20875;22063;7992;13749;7126;1741;1881
142.3;2256.3;23;2018-01-12;19550;22063;7936;12484;7066;1695;1762
140;2116.5;0;2018-01-13;18063;21898;7656;11285;6778;1452;1628
131.35;1983.2;1;2018-01-13;17150;21898;7631;10397;6753;1437;1546
126;1688.3;2;2018-01-13;16700;21898;7655;9923;6777;1459;1505
125.19;1810;3;2018-01-13;16600;21898;7676;9802;6798;1484;1496
125;1815.3;4;2018-01-13;16725;21898;7726;9877;6848;1532;1508
128.3;1703.8;5;2018-01-13;16875;21898;7784;9968;6907;1594;1521
135.5;1942;6;2018-01-13;17750;21745;7875;10704;7046;1668;1600
144.8;2432.3;7;2018-01-13;18700;21745;8026;11484;7216;1774;1685
150.08;2534.4;8;2018-01-13;19675;21745;8098;12392;7283;1853;1773
164.19;2731.9;9;2018-01-13;20650;21745;8174;13291;7359;1927;1861
167.4;2791.1;10;2018-01-13;21100;21745;8171;13744;7356;1924;1901
171.05;2933;11;2018-01-13;21350;21745;8088;14077;7273;1841;1924
170;2681.5;12;2018-01-13;21300;21745;7985;14130;7170;1738;1919
165;2680.2;13;2018-01-13;21150;21745;7957;14010;7140;1710;1906
156.7;2513.9;14;2018-01-13;20650;21745;7984;13483;7167;1736;1861
159.29;2329.8;15;2018-01-13;20650;21745;7987;13480;7170;1759;1861
170.7;2698.5;16;2018-01-13;21875;21745;8054;14638;7237;1824;1971
181.4;2693.1;17;2018-01-13;22175;21745;8154;14834;7341;1923;1998
173.43;2731.4;18;2018-01-13;22000;21745;8245;14565;7435;2015;1982
164.46;2514.3;19;2018-01-13;21700;21745;8220;14290;7410;1986;1955
148.1;2579;20;2018-01-13;21050;21745;8140;13720;7330;1907;1897
142.7;2499.3;21;2018-01-13;20000;21745;8044;12766;7234;1834;1802
135.6;2298.8;22;2018-01-13;18825;21745;7971;11713;7112;1779;1697
126;1806.6;23;2018-01-13;17700;21745;7921;10658;7042;1721;1595
118.04;1557.5;0;2018-01-14;16750;21316;7959;9468;7282;1551;1510
118.04;1650.7;1;2018-01-14;16000;21316;7912;8765;7235;1504;1442
115.2;1852.4;2;2018-01-14;15613;21316;7880;8413;7200;1476;1407
115.2;1790.9;3;2018-01-14;15488;21316;7866;8302;7186;1461;1396
115.2;1785.5;4;2018-01-14;15525;21316;7853;8352;7173;1445;1400
118.04;1703.7;5;2018-01-14;15700;21316;7827;8553;7147;1422;1415
120.74;1488.6;6;2018-01-14;16100;21351;7817;8959;7141;1402;1451
124.53;1566.3;7;2018-01-14;16400;21351;7852;9216;7184;1383;1478
125.6;1364.6;8;2018-01-14;17125;21351;7769;10029;7096;1268;1544
134.5;1541.5;9;2018-01-14;18175;21351;7614;11244;6931;1112;1638
142.4;1838.2;10;2018-01-14;18788;21351;7488;11983;6805;978;1693
147.8;1791.3;11;2018-01-14;19100;21351;7391;12382;6718;871;1721
147.8;1667.8;12;2018-01-14;19175;21351;7294;12554;6621;765;1728
147.8;1782.6;13;2018-01-14;19275;21351;7326;12621;6654;791;1737
147;1929.3;14;2018-01-14;19063;21745;7447;12291;6772;901;1718
143.74;1858.2;15;2018-01-14;18963;21910;7563;12075;6888;1011;1709
153.7;1785.8;16;2018-01-14;20013;21910;7756;12932;7081;1166;1803
160;2280.3;17;2018-01-14;20675;21910;7952;13397;7278;1347;1863
154.7;2382.2;18;2018-01-14;20725;22280;8121;13275;7450;1528;1868
148.32;2412.1;19;2018-01-14;20900;22280;8154;13417;7483;1570;1883
147.8;2309.9;20;2018-01-14;20350;22280;8102;12919;7431;1529;1834
137.1;2096.1;21;2018-01-14;19375;22280;8101;11945;7430;1488;1746
130.98;1861.4;22;2018-01-14;18475;22280;8051;11091;7384;1445;1665
118.04;1614.7;23;2018-01-14;17425;22280;8067;10104;7321;1400;1571
119.26;1844;0;2018-01-15;16575;21125;8043;9301;7274;1378;1494
119.26;1829.9;1;2018-01-15;16000;21125;8039;8730;7270;1380;1442
119.26;1854.3;2;2018-01-15;15725;21125;8060;8434;7291;1403;1418
119.26;1857;3;2018-01-15;15800;21125;8084;8485;7315;1425;1424
119.26;1888.5;4;2018-01-15;16200;21125;8179;8793;7407;1517;1460
130.41;1599.6;5;2018-01-15;17175;21125;8318;9629;7546;1657;1548
147.92;2452.5;6;2018-01-15;20263;21125;8462;12548;7715;1793;1826
170.9;1721.7;7;2018-01-15;22675;21125;8590;14715;7960;1874;2043
196;1865.3;8;2018-01-15;23713;21040;8609;15739;7974;1873;2136
200;1955.4;9;2018-01-15;24213;21040;8579;16269;7944;1846;2181
200;2005.5;10;2018-01-15;24250;21040;8568;16317;7933;1822;2185
198.69;2077.9;11;2018-01-15;24413;21040;8587;16461;7952;1801;2199
201;1998.4;12;2018-01-15;24400;21069;8606;16429;7971;1795;2198
198.69;2050.3;13;2018-01-15;24438;21069;8831;16241;8197;2003;2202
170.39;1999.2;14;2018-01-15;24100;21069;9164;15573;8527;2331;2171
168.15;2138.5;15;2018-01-15;23950;21069;9519;15068;8882;2670;2158
175.9;2467.5;16;2018-01-15;24925;21098;9900;15662;9263;3022;2246
173;2625.6;17;2018-01-15;25350;21098;10249;15737;9613;3370;2284
157.8;2614.5;18;2018-01-15;24975;21098;10586;15022;9953;3715;2250
156.8;2795.6;19;2018-01-15;24800;21098;10796;14637;10163;3930;2234
151.7;3044.9;20;2018-01-15;24125;21125;10925;13833;10292;4067;2174
128;3069.2;21;2018-01-15;22575;21125;11051;12157;10418;4206;2034
126.1;2811.9;22;2018-01-15;20975;21125;11108;10573;10402;4331;1890
115.18;3008.8;23;2018-01-15;19625;21125;11214;9121;10504;4450;1769
102.11;3114.5;0;2018-01-16;18388;20955;11165;8185;10203;4536;1657
90;3106;1;2018-01-16;17800;20955;11245;7517;10283;4626;1604
80;3169.5;2;2018-01-16;17525;20955;11318;7169;10356;4699;1580
80;3216.4;3;2018-01-16;17500;20955;11367;7095;10405;4760;1577
90.45;3142.7;4;2018-01-16;17700;20955;11393;7269;10431;4786;1595
111.92;2933.8;5;2018-01-16;18475;20955;11384;8052;10423;4787;1665
128.01;2640.6;6;2018-01-16;21325;22030;11400;10838;10487;4794;1922
148;2520.1;7;2018-01-16;23525;22030;11491;12862;10663;4799;2120
151.5;2418.9;8;2018-01-16;24175;21945;11397;13611;10564;4694;2178
153.5;2240.4;9;2018-01-16;24525;21945;11253;14127;10398;4550;2210
160;2200.7;10;2018-01-16;24525;21935;11072;14308;10217;4364;2210
160.21;2305.8;11;2018-01-16;24775;21935;10848;14782;9993;4145;2232
160.7;2224.3;12;2018-01-16;24825;21964;10624;15056;9769;3921;2237
166.1;2102.1;13;2018-01-16;24875;21964;10381;15345;9530;3678;2241
162.5;2025.9;14;2018-01-16;24575;21964;10138;15272;9303;3436;2214
167.32;1956.7;15;2018-01-16;24500;21964;9878;15457;9043;3199;2207
192;2199.1;16;2018-01-16;25325;21993;9745;16415;8910;3071;2282
192.49;2237.6;17;2018-01-16;25400;21993;9690;16541;8859;3005;2288
180;2101.4;18;2018-01-16;25125;22363;9630;16323;8802;2946;2264
167.5;2105.9;19;2018-01-16;24950;22363;9638;16140;8810;2940;2248
154.7;2099.7;20;2018-01-16;24175;22400;9660;15343;8832;2963;2178
147.94;2165.4;21;2018-01-16;22550;22400;9650;13728;8822;2977;2032
137.61;2458.7;22;2018-01-16;20900;22400;9622;12187;8713;2997;1883
125.59;2055.2;23;2018-01-16;19575;22400;9668;10820;8755;3035;1764
116;2079.8;0;2018-01-17;18275;22093;9230;10035;8240;2656;1647
115.4;2101.4;1;2018-01-17;17600;22093;9173;9417;8183;2609;1586
115.4;2177.2;2;2018-01-17;17325;22093;9107;9208;8117;2543;1562
115.4;2169.4;3;2018-01-17;17300;22093;9061;9229;8071;2507;1559
115.4;2105;4;2018-01-17;17500;22093;8950;9540;7960;2401;1577
120;1896.9;5;2018-01-17;18250;22093;8800;10424;7826;2260;1645
147.89;2262.2;6;2018-01-17;20775;22093;8699;12985;7790;2143;1872
165.88;1766.7;7;2018-01-17;22875;22093;8692;15007;7868;2060;2061
171.87;1918.5;8;2018-01-17;23675;22066;8603;15901;7774;1970;2133
176.4;1884.2;9;2018-01-17;24075;22066;8534;16392;7683;1890;2169
180;1835;10;2018-01-17;24225;22056;8547;16529;7696;1898;2183
180.4;1966.5;11;2018-01-17;24500;22056;8588;16763;7737;1944;2207
182;1830.8;12;2018-01-17;24700;22027;8607;16944;7756;1963;2225
184.3;1860;13;2018-01-17;24725;22027;8580;16992;7733;1936;2228
176.18;1833;14;2018-01-17;24450;22027;8545;16736;7714;1897;2203
175.83;1690.9;15;2018-01-17;24325;22027;8484;16672;7653;1859;2192
198.3;2089.3;16;2018-01-17;25075;21998;8518;17388;7687;1893;2259
198.3;2126.7;17;2018-01-17;25275;21998;8608;17494;7781;1962;2277
186;2141.6;18;2018-01-17;24900;21998;8674;17050;7850;2029;2243
176.63;2077.9;19;2018-01-17;24675;21998;8735;16781;7894;2076;2223
169.22;2106.1;20;2018-01-17;23975;22093;8758;16073;7902;2100;2160
150;2074.2;21;2018-01-17;22425;22093;8761;14520;7905;2122;2021
142.39;2668.9;22;2018-01-17;20875;22093;8768;13044;7831;2184;1881
125;2315.1;23;2018-01-17;19650;22093;8856;11735;7915;2274;1771
124.5;2282.8;0;2018-01-18;18475;22135;8969;10521;7954;2409;1665
119.05;2117.6;1;2018-01-18;17825;22135;8942;9898;7927;2392;1607
119;2336;2;2018-01-18;17500;22135;8937;9578;7922;2387;1577
118;2434;3;2018-01-18;17475;22135;8908;9582;7893;2368;1575
119.04;2218.4;4;2018-01-18;17725;22135;8832;9908;7817;2292;1598
127;2076.8;5;2018-01-18;18500;22135;8714;10785;7715;2183;1667
169.65;2139.5;6;2018-01-18;21025;22135;8620;13334;7691;2068;1895
171.09;1602.2;7;2018-01-18;23050;22135;8596;15296;7754;1955;2077
190.25;1815.7;8;2018-01-18;23875;22050;8530;16189;7686;1868;2151
201.45;1938.3;9;2018-01-18;24250;22050;8498;16620;7630;1796;2185
204.34;2109;10;2018-01-18;24300;21995;8479;16689;7611;1741;2189
205.45;2071.4;11;2018-01-18;24525;21995;8449;16944;7581;1716;2210
205;2239.5;12;2018-01-18;24600;22024;8495;16973;7627;1762;2216
204.34;2170.8;13;2018-01-18;24675;22024;8743;16802;7873;2010;2223
185.34;2029.1;14;2018-01-18;24325;22024;9015;16156;8169;2278;2192
180;1901.1;15;2018-01-18;24200;22024;9254;15792;8408;2545;2180
195;2295.7;16;2018-01-18;24900;22053;9522;16224;8676;2818;2243
186.15;2264.5;17;2018-01-18;25200;22053;9708;16334;8866;3064;2270
180;2140.6;18;2018-01-18;24825;22053;9931;15733;9092;3288;2237
170;2205.2;19;2018-01-18;24650;22053;10009;15497;9153;3352;2221
163.45;2151;20;2018-01-18;23900;22135;9987;14784;9116;3331;2153
147.69;2515.6;21;2018-01-18;22400;22135;9963;13311;9089;3331;2018
142.4;2645.2;22;2018-01-18;20800;22135;9884;11873;8927;3317;1874
125;2562.2;23;2018-01-18;19500;22135;9851;10615;8885;3291;1757
120;2599;0;2018-01-19;18550;21640;9839;9663;8887;3389;1672
115;2577.1;1;2018-01-19;17875;21640;9805;9022;8853;3365;1611
111.4;2738.5;2;2018-01-19;17675;21640;9800;8827;8848;3360;1593
114;2699.6;3;2018-01-19;17600;21640;9757;8795;8805;3327;1586
116.4;2543;4;2018-01-19;17875;21640;9692;9131;8744;3262;1611
125;2238.4;5;2018-01-19;18650;21640;9559;10038;8612;3139;1681
160;2178.4;6;2018-01-19;21200;21398;9440;12653;8547;2999;1910
178.75;1659.4;7;2018-01-19;23250;21398;9505;14631;8619;2883;2095
198.62;1731.8;8;2018-01-19;24025;21371;9396;15486;8539;2743;2165
210;2126.9;9;2018-01-19;24425;21313;9310;15973;8452;2603;2201
214.3;2070.4;10;2018-01-19;24425;21258;9234;16048;8377;2493;2201
225;2200.8;11;2018-01-19;24725;21287;9124;16458;8267;2388;2228
250;2168.5;12;2018-01-19;24850;21316;8943;16764;8086;2212;2239
250;2161.5;13;2018-01-19;24900;21316;8579;17180;7720;1848;2243
248.6;1960.7;14;2018-01-19;24550;21258;8345;17064;7486;1620;2212
250;1836.1;15;2018-01-19;24475;21258;8122;17196;7279;1425;2205
313.05;2049.3;16;2018-01-19;25100;21287;7981;17945;7155;1287;2261
318.8;2078.9;17;2018-01-19;25325;21316;7808;18339;6986;1183;2282
273.9;2004.3;18;2018-01-19;25000;21287;7700;18119;6881;1076;2252
261.47;2079.2;19;2018-01-19;24750;21258;7618;17951;6799;978;2230
215.91;1655.5;20;2018-01-19;24000;21398;7530;17289;6711;891;2162
172.12;1513;21;2018-01-19;22500;21398;7419;15903;6597;808;2027
166.65;2006.8;22;2018-01-19;20975;21018;7304;14574;6401;740;1890
148.73;2002.4;23;2018-01-19;19650;21018;7246;13316;6334;684;1771
137.67;1984.4;0;2018-01-20;18375;20793;7343;12020;6355;802;1656
133;1887.6;1;2018-01-20;17650;20793;7277;11361;6289;746;1591
130;1749.4;2;2018-01-20;17225;20793;7247;10966;6259;716;1553
127.7;1729.6;3;2018-01-20;17125;20793;7209;10902;6223;688;1544
127.7;1780.1;4;2018-01-20;17175;20793;7178;10962;6213;657;1548
133.05;1862.5;5;2018-01-20;17375;20793;7153;11149;6226;631;1566
146.51;1958.1;6;2018-01-20;18350;20338;7155;12007;6343;622;1654
149.18;1886.1;7;2018-01-20;19200;20338;7228;12754;6446;633;1730
170;1986.3;8;2018-01-20;20175;20253;7228;13734;6441;607;1818
212.7;2622.8;9;2018-01-20;21325;20253;7264;14848;6477;573;1922
250;2887.3;10;2018-01-20;21900;20253;7241;15446;6454;516;1973
277.2;3126.5;11;2018-01-20;22000;20253;7164;15623;6377;444;1982
275;3028.9;12;2018-01-20;21900;20282;7102;15585;6315;377;1973
272.2;2973.2;13;2018-01-20;21725;20282;7068;15446;6279;333;1958
222.55;2683.5;14;2018-01-20;21125;20282;7033;14881;6244;304;1904
216.7;2562.1;15;2018-01-20;20875;20282;6990;14674;6201;280;1881
277.2;3054.5;16;2018-01-20;21700;20311;6985;15504;6196;277;1955
300;3056.7;17;2018-01-20;22300;20311;6926;16159;6141;280;2009
250;2959.1;18;2018-01-20;22100;21149;6927;15955;6145;282;1991
232.7;2830.7;19;2018-01-20;21775;21149;6922;15635;6140;271;1962
190;2578.9;20;2018-01-20;21200;21176;6898;15084;6116;248;1910
155;2288;21;2018-01-20;20000;21176;6840;13997;6003;223;1802
149.18;1958.5;22;2018-01-20;18900;21176;6780;13009;5891;201;1703
143.8;2064.5;23;2018-01-20;17875;21176;6758;12026;5849;181;1611
128.59;2067.6;0;2018-01-21;16725;21041;6949;10618;6107;130;1508
127.35;2265.9;1;2018-01-21;15950;21041;6941;9851;6099;122;1438
123.45;2249;2;2018-01-21;15600;21041;6930;9517;6083;115;1406
122;2253.4;3;2018-01-21;15425;21041;6921;9356;6069;107;1391
122;2255.5;4;2018-01-21;15425;21041;6919;9325;6100;104;1391
125.7;2262.9;5;2018-01-21;15575;21041;6922;9442;6133;107;1404
127;2301.1;6;2018-01-21;16025;21041;6916;9894;6131;107;1445
128.59;2109.8;7;2018-01-21;16450;21041;6970;10262;6188;111;1483
129.77;1591;8;2018-01-21;17150;21041;7002;10935;6215;103;1546
146.98;1892.1;9;2018-01-21;18125;21041;7035;11882;6243;91;1634
154.28;1851.2;10;2018-01-21;18875;21671;7056;12611;6264;83;1701
161.8;1906.4;11;2018-01-21;19100;21671;7052;12840;6260;80;1721
162.08;1978.6;12;2018-01-21;19200;21671;7047;12945;6255;78;1730
158.04;1908.7;13;2018-01-21;19200;21671;7081;12911;6289;106;1730
150.32;1919.1;14;2018-01-21;18900;22041;7121;12571;6329;146;1703
150.32;1715.4;15;2018-01-21;18650;22041;7159;12278;6372;184;1681
169.99;1904.3;16;2018-01-21;19500;22041;7185;13102;6398;205;1757
182.45;1804.3;17;2018-01-21;20475;22041;7139;14121;6354;215;1845
187;1938.8;18;2018-01-21;20625;22041;7150;14257;6368;224;1859
180.55;2012.9;19;2018-01-21;20675;22508;7129;14328;6347;215;1863
169.59;1981.1;20;2018-01-21;20200;22508;7099;13883;6317;195;1820
150.32;1878.3;21;2018-01-21;19275;22508;7053;12994;6281;175;1737
144.4;1838.4;22;2018-01-21;18350;22733;7013;12103;6247;172;1654
129.77;1830.5;23;2018-01-21;17325;22733;7011;11084;6241;179;1562
128.59;1932.3;0;2018-01-22;16500;22103;7009;10270;6230;160;1483
128.35;2044.9;1;2018-01-22;16025;22103;7021;9783;6242;172;1441
127.2;2124.4;2;2018-01-22;15900;22103;7036;9648;6252;189;1429
126.6;2124.2;3;2018-01-22;15925;22103;7060;9654;6271;213;1432
128;1980.4;4;2018-01-22;16250;22103;7104;9935;6315;257;1461
130.8;1576.9;5;2018-01-22;17375;22103;7162;11002;6373;313;1562
155;2078.8;6;2018-01-22;20550;22103;7232;14025;6525;383;1848
190;1619.8;7;2018-01-22;22725;22103;7327;16052;6673;482;2044
220;1481.3;8;2018-01-22;23750;22018;7386;17020;6730;575;2136
252;1588.1;9;2018-01-22;24225;22018;7519;17362;6863;652;2179
234.19;1682.8;10;2018-01-22;24225;22018;7625;17256;6969;710;2179
237.63;1734.9;11;2018-01-22;24400;22018;7674;17382;7018;754;2194
227.53;1753.8;12;2018-01-22;24475;22047;7712;17419;7056;795;2201
223.68;1747;13;2018-01-22;24475;22047;7831;17300;7175;914;2201
197.91;1630;14;2018-01-22;24150;22047;7977;16829;7321;1058;2172
195.37;1654.5;15;2018-01-22;23975;22047;8107;16524;7451;1200;2156
240;1686.6;16;2018-01-22;24675;22076;8251;17080;7595;1345;2219
250;1753.8;17;2018-01-22;25250;22076;8340;17564;7686;1495;2271
214;1797.7;18;2018-01-22;24900;22076;8483;17068;7832;1639;2239
193.31;1821.8;19;2018-01-22;24725;22076;8478;16898;7827;1646;2224
177.57;2040.9;20;2018-01-22;24075;22103;8403;16323;7752;1576;2165
160.99;2160.9;21;2018-01-22;22625;22103;8312;15012;7613;1505;2035
145;2193.4;22;2018-01-22;21000;22103;8148;13561;7439;1399;1888
130.8;2197.4;23;2018-01-22;19675;22103;8021;12367;7308;1281;1769
129;2145.9;0;2018-01-23;19175;22483;7987;12064;7111;1342;1728
122;1920;1;2018-01-23;18525;22483;7885;11516;7009;1250;1670
121.71;1945.5;2;2018-01-23;18300;22483;7800;11376;6924;1165;1649
121.71;1858.7;3;2018-01-23;18325;22483;7695;11506;6819;1070;1652
124.6;1793.7;4;2018-01-23;18550;22483;7626;11800;6750;1001;1672
131;1848.3;5;2018-01-23;19325;22483;7571;12630;6695;956;1742
